OBJECTID,FAA_ID,ICAO_ID,DESIGNATOR,SURFACE,APRON_OPER,Shape__Area,Shape__Length
955,LYH,KLYH,GENERAL AVIATION PARKING,1,2,1.50428991219087e-06,0.00717368150356055
956,LYH,KLYH,RUNUP AREA,1,2,3.82432069688347e-07,0.00250298152250574
957,PSG,PAPG,UNK,1,2,4.56797124570585e-06,0.0155771803703696
958,ATL,KATL,UNK,1,2,2.42879919584271e-06,0.00729200558412005
959,ATL,KATL,RAMP 33,1,2,5.02610086736133e-06,0.0121914754924103
960,ATL,KATL,SOUTH CARGO RAMP,1,2,8.2782651134039e-06,0.0115128145601251
961,ATL,KATL,RAMP 1,1,2,2.02496833026089e-05,0.0227258084491079
962,ATL,KATL,RAMP 2,1,2,2.05036587885843e-05,0.0241125820402663
963,ATL,KATL,RAMP 3,1,2,2.06476295261382e-05,0.0236547449829754
964,ATL,KATL,RAMP 4,1,2,2.10343371236377e-05,0.0234952009605917
965,ATL,KATL,UNK,1,2,7.90871445133234e-06,0.0150880523703752
966,ATL,KATL,RAMP 6,1,2,9.43454915613984e-06,0.0133783819635188
967,ATL,KATL,RAMP 8,1,2,5.91025650464871e-06,0.0122247751846081
968,ATL,KATL,NORTH CARGO RAMP,1,2,6.67286712996429e-07,0.00330512063190983
969,CDV,PACV,UNK,1,2,5.84486278949053e-07,0.00451486045247935
970,CDV,PACV,UNK,1,2,5.67976684330562e-07,0.00433398052792896
971,CDV,PACV,UNK,1,2,9.07155481399968e-07,0.00434814769572061
972,CDV,PACV,UNK,1,2,7.02566467225552e-08,0.00150257641937913
973,CDV,PACV,UNK,1,2,9.34460331336595e-08,0.0016143246527551
974,CDV,PACV,UNK,1,2,6.75479191226958e-07,0.00367011763981138
975,JFK,KJFK,UNK,1,2,1.24271054070466e-06,0.0060629793010015
976,LYH,KLYH,UNK,1,2,1.01934776257882e-06,0.00879669715237688
977,LYH,KLYH,UNK,1,2,9.35547177505214e-07,0.00392743987775548
978,LYH,KLYH,RUNUP AREA,1,2,3.89194269756477e-07,0.00284819504033975
979,LYH,KLYH,LARGE AIRCRAFT PARKING,1,2,1.29294215447245e-06,0.00490817832325595
980,GEV,KGEV,UNK,1,2,1.37428218877078e-06,0.00998692808822866
981,IAD,KIAD,UNK,1,2,2.12855287078236e-06,0.00714900690864102
982,IAD,KIAD,UNK,1,2,2.09645863679178e-06,0.00642456609223201
983,IAD,KIAD,R RAMP,1,2,8.03339455687779e-06,0.0120010895239198
984,ATL,KATL,UNK,1,2,3.99978165425974e-06,0.0243285188509979
985,ATL,KATL,ECHO PAD,1,2,7.81365542934509e-07,0.00640322187916085
986,BOS,KBOS,UNK,1,2,8.71365002600571e-07,0.00483437410066993
987,BOS,KBOS,UNK,1,2,8.09474614222594e-05,0.129170852671236
988,BOS,KBOS,UNK,1,2,1.75098738843665e-06,0.0097332563691602
989,PBI,KPBI,EAST REMOTE RAMP,1,2,9.61218893280602e-06,0.0163284471791697
990,LGA,KLGA,UNK,1,2,2.79753523263482e-06,0.0211084845073892
991,HOM,PAHO,UNK,1,2,2.50047378358431e-07,0.00300087429480588
992,HOM,PAHO,UNK,1,2,9.36197466216981e-08,0.00320483037657182
993,HOM,PAHO,UNK,1,2,3.58769128627756e-07,0.00491418553339556
994,HOM,PAHO,UNK,1,2,4.58571776107419e-07,0.00495664864502868
995,JFK,KJFK,UNK,1,2,1.77643667674254e-05,0.0301869139910427
996,JFK,KJFK,UNK,1,2,8.50209630575303e-05,0.113295981300192
997,JFK,KJFK,UNK,1,2,1.06554381429369e-05,0.0182901463446287
998,JFK,KJFK,UNK,1,2,1.93701064432356e-06,0.00644375026806933
999,VEL,KVEL,UNK,1,2,6.08163508281079e-06,0.0137268116933878
1000,IAD,KIAD,HOLD BLOCK,1,2,1.12349475733242e-05,0.0145653161791338
1001,CDV,PACV,UNK,1,2,2.6955603971146e-08,0.000753197194123768
1002,GEV,KGEV,FUEL FARM,1,2,1.63772710948251e-08,0.000513899095100409
1003,CDV,PACV,MAIN APRON,1,2,4.02032905023886e-06,0.0160239091067516
1004,BDR,KBDR,UNK,1,2,2.28266775172126e-06,0.00728587449231742
1005,BDR,KBDR,UNK,1,2,1.06125980892102e-07,0.00184709495606697
1006,BDR,KBDR,UNK,1,2,3.19335836286572e-06,0.0107930002739763
1007,BDR,KBDR,UNK,1,2,2.10002747264709e-07,0.00278933013536757
1008,BDR,KBDR,UNK,1,2,1.33919570544094e-06,0.0117328284260851
1009,BDR,KBDR,NORTH RAMP,1,2,9.95984919427428e-07,0.00504070743946872
1010,BDR,KBDR,GENERAL AVIATION PARKING,1,2,5.85671386943432e-08,0.000994945753190301
1011,HOM,PAHO,UNK,1,2,4.6119353541707e-07,0.0043579824543528
1012,HOM,PAHO,UNK,1,2,3.86588679651689e-06,0.0111589240929937
1013,HOM,PAHO,UNK,1,2,7.86839243110959e-06,0.022926691036986
1014,HOM,PAHO,UNK,1,2,1.27947227581554e-06,0.00671025521603304
1015,YAK,PAYA,UNK,1,2,1.82942597956592e-06,0.0111052459963862
1016,PHL,KPHL,F,1,2,9.04919119310704e-06,0.0185852217544907
1017,CRW,KCRW,UNK,1,2,2.48247259339307e-07,0.00345247923638178
1018,LYH,KLYH,MAIN RAMP,1,2,2.50841594606754e-06,0.00770592285449531
1019,RTS,KRTS,UNK,1,2,2.70687459460739e-05,0.0487767618453617
1020,RTS,KRTS,UNK,1,2,1.15017684943104e-07,0.001813875104079
1021,BDR,KBDR,UNK,1,2,7.4455920184846e-07,0.00374392779997731
1022,BDR,KBDR,GENERAL AVIATION PARKING,1,2,5.84786448598607e-07,0.00325213713401804
1023,BDR,KBDR,GENERAL AVIATION PARKING,1,2,6.74541297485121e-07,0.00342009005296773
1024,BDR,KBDR,SOUTH RAMP,1,2,8.95058974492713e-07,0.00450393328424801
1025,CDV,PACV,UNK,1,2,2.99514795187861e-08,0.000745385136777069
1026,CDV,PACV,UNK,1,2,2.16941771213897e-08,0.000634535305619263
1027,CDV,PACV,UNK,1,2,3.32338458974846e-08,0.000785812876551318
1028,CDV,PACV,UNK,1,2,4.53419488621876e-08,0.000914114083324788
1029,CDV,PACV,UNK,1,2,2.22426024265587e-08,0.000648510769316392
1030,FLL,KFLL,UNK,1,2,3.11324129143031e-07,0.00213391875671891
1031,PHL,KPHL,UNK,1,2,3.03313350938361e-06,0.0096843781628741
1032,PHL,KPHL,UNK,1,2,5.02762733445294e-07,0.00470424359551068
1033,PHL,KPHL,A EAST,1,2,9.38569367295305e-06,0.0167351393768282
1034,PHL,KPHL,C,1,2,7.38424547830352e-06,0.0137575688597747
1035,TEB,KTEB,UNK,1,2,9.60100684227472e-06,0.017726847179192
1036,ART,KART,TERMINAL RAMP,1,2,2.25242452833729e-06,0.00930784778343556
1037,EVV,KEVV,GENERAL AVIATION PARKING (WEST RAMP),1,2,5.20593149866931e-06,0.0227247198918951
1038,EVV,KEVV,UNK,1,2,1.84647279164753e-07,0.00203161948663316
1039,FLL,KFLL,UNK,1,2,3.13188820655341e-07,0.00213956330857324
1040,FLL,KFLL,UNK,1,2,6.0071670304751e-08,0.00109030640134866
1041,FLL,KFLL,UNK,1,2,6.42394297756255e-08,0.00112319813237686
1042,FLL,KFLL,UNK,1,2,1.10708497176593e-05,0.0208447074040398
1043,FLL,KFLL,UNK,1,2,1.64491120813182e-06,0.00673309999812714
1044,FLL,KFLL,UNK,1,2,4.06822438223098e-06,0.0140769725665341
1045,FLL,KFLL,UNK,1,2,3.23976713956231e-06,0.0131513631819109
1046,FLL,KFLL,UNK,1,2,1.30898441103033e-06,0.006206775922899
1047,FLL,KFLL,UNK,1,2,2.74769945463049e-06,0.00858974528325055
1048,PHL,KPHL,D,1,2,8.84899415800472e-06,0.0136412554643006
1049,PHL,KPHL,SOUTH APRON,1,2,1.51037730631957e-06,0.00555663170747603
1050,PHL,KPHL,E,1,2,1.06287617506334e-05,0.0180268867002319
1051,DTW,KDTW,UNK,1,2,6.97299976298266e-05,0.0783237280131109
1052,DTW,KDTW,DE-ICE PAD,1,2,5.6922083388946e-06,0.0100395752100279
1053,TEB,KTEB,UNK,1,2,3.65188898451829e-06,0.0101653201468556
1054,LYH,KLYH,UNK,1,2,1.90713579363295e-06,0.00857799565568427
1055,HLN,KHLN,UNK,1,2,1.20344348508022e-06,0.00734564292667477
1056,HLN,KHLN,UNK,1,2,1.21514440107329e-07,0.00176794969771072
1057,HLN,KHLN,UNK,1,2,2.35361092347335e-07,0.00319717801875674
1058,HLN,KHLN,UNK,1,2,8.47391736941497e-07,0.00799579213892055
1059,FLL,KFLL,UNK,1,2,1.72343811755127e-06,0.00716511298281694
1060,FLL,KFLL,ZULU RAMP,1,2,1.94552012544591e-06,0.00699501935558509
1061,FLL,KFLL,TERMINAL 3,1,2,9.96087278327257e-06,0.0177032756085951
1062,FLL,KFLL,TERMINAL 2,1,2,8.01741712020722e-06,0.0142670762379625
1063,FLL,KFLL,TERMINAL 1,1,2,8.59163104161009e-06,0.0189590774192874
1064,FLL,KFLL,UNK,1,2,2.92628293685482e-06,0.0108371726730563
1065,FLL,KFLL,UNK,1,2,3.27641078718549e-06,0.00821186479776492
1066,FLL,KFLL,UNK,1,2,8.70516032591695e-08,0.00121235835069411
1067,DTW,KDTW,UNK,1,2,2.81450456149912e-05,0.0457083712682419
1068,DTW,KDTW,CENTRAL DE-ICE FACILITY,1,2,4.68894468066278e-06,0.0088335111961297
1069,DTW,KDTW,UNK,1,2,6.28819565275107e-06,0.0179666787610106
1070,DTW,KDTW,DE-ICE PAD,1,2,4.21490340911379e-06,0.0105247596784578
1071,DTW,KDTW,SOUTH TERMINAL A,1,2,1.05299345125043e-05,0.0179365485646257
1072,HLN,KHLN,UNK,1,2,2.75786358438536e-07,0.00372594980939873
1073,FLL,KFLL,UNK,1,2,9.87445218925131e-08,0.00125758341383308
1074,FLL,KFLL,UNK,1,2,3.19172613671981e-07,0.00216444202814978
1075,FLL,KFLL,UNK,1,2,1.14815975393867e-07,0.00125274364523801
1076,FLL,KFLL,UNK,1,2,1.77628862729762e-08,0.000626452503145759
1077,FLL,KFLL,UNK,1,2,2.99968564831943e-06,0.0144410148977387
1078,FLL,KFLL,UNK,1,2,1.34187768766406e-06,0.0093121990638435
1079,FLL,KFLL,TERMINAL 4,1,2,3.91238155245804e-06,0.0116504281080804
1080,FLL,KFLL,UNK,1,2,4.8711870923035e-07,0.00402874378788968
1081,FLL,KFLL,UNK,1,2,9.79454603111662e-06,0.0262649630574175
1082,FLL,KFLL,UNK,1,2,2.66466827270051e-06,0.0175629970863529
1083,FLL,KFLL,UNK,1,2,1.80381328676593e-06,0.00913047302111344
1084,MKG,KMKG,UNK,1,2,2.26679293928271e-07,0.00284179178277272
1085,PBI,KPBI,GENERAL AVIATION PARKING,1,2,1.14571232643357e-05,0.0274894854895443
1086,PBI,KPBI,UNK,1,2,6.86952512296557e-06,0.01171586489684
1087,ORD,KORD,C PAD,1,2,1.90729094354898e-06,0.00740565961258301
1088,ORD,KORD,CENTRAL DEICING FACILITY,1,2,1.48143389844784e-05,0.017321917199331
1089,ORD,KORD,UNK,1,2,8.95884927507445e-05,0.114491838446683
1090,ORD,KORD,UNK,1,7,1.13056569146092e-06,0.00613194557268234
1091,ORD,KORD,UNK,1,2,3.42640389128096e-05,0.0483489367085983
1092,TEB,KTEB,UNK,1,2,1.94277781496441e-05,0.0364550567985717
1093,TEB,KTEB,UNK,1,2,4.19043999499991e-07,0.00274995735197689
1094,HLN,KHLN,UNK,1,2,1.68402948474977e-07,0.00205634769230695
1095,HLN,KHLN,UNK,1,2,2.38142092712224e-08,0.000649562121391661
1096,HLN,KHLN,UNK,1,2,1.8696937331697e-08,0.000558180789544335
1097,HLN,KHLN,UNK,1,2,2.5373537937412e-08,0.000673266666395596
1098,HLN,KHLN,UNK,1,2,5.57774910703301e-08,0.00106054097630352
1099,HLN,KHLN,UNK,1,2,2.57332430919632e-08,0.000676255791645864
1100,HLN,KHLN,UNK,1,2,5.39871507498901e-08,0.00120315416142839
1101,HLN,KHLN,UNK,1,2,2.31175363296643e-08,0.000635651559754685
1102,HLN,KHLN,UNK,1,2,3.1405761546921e-08,0.000843006363417753
1103,HLN,KHLN,AIR CARGO RAMP,1,2,1.27144312500604e-06,0.00594998299556508
1104,HLN,KHLN,UNK,1,2,1.09745087684132e-07,0.00134769867620318
1105,FLL,KFLL,UNK,1,2,1.96261365513484e-06,0.00635109194479243
1106,FLL,KFLL,UNK,1,2,1.3042196423188e-07,0.00196230168868312
1107,FLL,KFLL,UNK,1,2,1.32149804250945e-07,0.00192529736079941
1108,FLL,KFLL,UNK,1,2,4.78850802210218e-06,0.0112841822860651
1109,ORD,KORD,SCENIC HOLD PAD,1,2,9.45208271608319e-06,0.0166284359840266
1110,MSY,KMSY,UNK,1,7,1.38726454679272e-06,0.00507316401554434
1111,MSY,KMSY,UNK,1,2,7.67514552535431e-06,0.0123130843855953
1112,MSY,KMSY,HOLDING BAY,1,2,7.3097749009321e-07,0.00417227322548454
1113,MSY,KMSY,UNK,1,2,2.78036650490756e-06,0.00669927182038955
1114,MSY,KMSY,HOLDING BAY,1,2,4.57951955468161e-07,0.00345562631200674
1115,ART,KART,UNK,1,2,6.02649379288778e-08,0.00169100666372021
1116,MSY,KMSY,CARGO AREA,1,2,1.02544913999636e-05,0.0283399785503716
1117,MSY,KMSY,UNK,1,2,3.96790602217104e-07,0.00309237115049641
1118,MSY,KMSY,UNK,1,2,3.51644949508345e-05,0.0641566604702176
1119,HLN,KHLN,GENERAL AVIATION RAMP,1,2,5.64042977561213e-06,0.0226445569203284
1120,HLN,KHLN,UNK,1,2,1.30110038298881e-07,0.00164934784955696
1121,HLN,KHLN,UNK,1,2,6.50666152068879e-08,0.00140562305113962
1122,HLN,KHLN,UNK,1,2,2.7505484467838e-07,0.00349228915443358
1123,HLN,KHLN,UNK,1,2,5.78152139496524e-08,0.000984139713020374
1124,HLN,KHLN,UNK,1,2,5.81721906200983e-08,0.000989961608060258
1125,HLN,KHLN,UNK,1,2,4.25338839704636e-08,0.000952573183094396
1126,EVV,KEVV,UNK,1,2,3.415911242928e-07,0.0060192415414657
1127,JFK,KJFK,UNK,1,2,1.9078977402387e-06,0.0079179148501752
1128,SDP,PASD,UNK,1,2,6.02490143764012e-06,0.0132387078805452
1129,SIT,PASI,GA AIRCRAFT APRON,1,2,4.96274333272595e-06,0.012327064620222
1130,SIT,PASI,U.S.C.G. AIR STATION,1,2,3.68178807944042e-06,0.0109655231442905
1131,SIT,PASI,TERMINAL APRON,1,2,1.19439710033475e-06,0.00573832624774323
1132,SIT,PASI,HEAVY AIRCRAFT PARKING APRON,1,2,2.09129257200402e-06,0.00660348279951448
1133,SIT,PASI,UNK,1,2,5.41548615728971e-07,0.00385259602438125
1134,BWI,KBWI,UNK,1,2,5.923814092057e-05,0.116365213615049
1135,MSY,KMSY,UNK,1,2,2.26969466697868e-05,0.0344270225587589
1136,ORD,KORD,UNK,1,7,4.27125938978756e-07,0.00411889614317862
1137,AUG,KAUG,TRANSIENT RAMP,1,2,1.67488428814977e-06,0.00892468089937534
1138,AUG,KAUG,UNK,1,2,1.04871105577331e-07,0.00154434816018423
1139,AUG,KAUG,MAIN APRON,1,2,5.35045850926646e-07,0.00363545700359811
1140,AUG,KAUG,UNK,1,2,1.68686483448255e-07,0.00278555969415362
1141,HLN,KHLN,UNK,1,2,1.239419367631e-06,0.00773319925115206
1142,HLN,KHLN,UNK,1,2,1.13945699082782e-07,0.00197325220150965
1143,HLN,KHLN,AIR CARRIER RAMP,1,2,2.49785993122753e-06,0.00943032747866226
1144,SIT,PASI,UNK,1,2,1.13173427962465e-07,0.00186731410154651
1145,SIT,PASI,UNK,1,2,1.09109805634944e-07,0.00183197362154416
1146,SIT,PASI,UNK,1,2,9.14023530640407e-07,0.00472202365254782
1147,PHL,KPHL,UNK,1,2,1.39630442390626e-05,0.0218974649435482
1148,BDL,KBDL,AIR CARGO,1,2,4.39733139501186e-06,0.0109081599043316
1149,BDL,KBDL,GENERAL AVIATION,1,2,2.08735173146124e-06,0.00820458305306679
1150,BDL,KBDL,UNK,1,2,1.00295974334585e-05,0.0199455538456305
1151,BDL,KBDL,UNK,1,2,2.20559234094253e-05,0.0569682801319939
1152,BDL,KBDL,UNK,1,2,2.2919357434148e-07,0.0021185805599163
1153,BDL,KBDL,UNK,1,2,9.11802544578677e-08,0.00113443150073729
1154,BDL,KBDL,UNK,1,2,2.21422169488505e-07,0.00208787614961254
1155,BDL,KBDL,UNK,1,2,1.82384151230508e-05,0.036706729426318
1156,BDL,KBDL,DE-ICE AREA,1,2,5.14628196052191e-06,0.0114574646838511
1157,HPN,KHPN,ZULU TIEDOWN,1,2,1.16393793801219e-06,0.00532740700722181
1158,HPN,KHPN,UNK,1,2,1.78048488788662e-06,0.00893036338110527
1159,HPN,KHPN,A,1,2,3.12798130280975e-07,0.00396209729351162
1160,HPN,KHPN,UNK,1,2,3.94480629224703e-07,0.0035990317068034
1161,HPN,KHPN,UNK,1,2,3.805777493383e-07,0.00286222917160173
1162,GDJ,KGDJ,UNK,1,2,4.74312855658354e-08,0.000927273459001114
1163,GDJ,KGDJ,UNK,1,2,4.45963905804092e-08,0.000945647444617265
1164,GDJ,KGDJ,UNK,1,2,1.72183219786237e-07,0.00252528808157625
1165,AUG,KAUG,BASED AIRCRAFT RAMP,1,2,1.07382947625578e-06,0.00797580584557502
1166,EWR,KEWR,UNK,1,2,1.1467070308753e-06,0.00478258941617536
1167,EWR,KEWR,UNK,1,2,1.27382545460353e-06,0.00471032823904721
1168,EWR,KEWR,UNK,1,2,5.83340937690153e-07,0.00276627138295853
1169,EWR,KEWR,UNK,1,2,4.18277766385273e-07,0.00230863051778432
1170,EWR,KEWR,UNK,1,2,6.94786636732184e-07,0.00331268888900438
1171,EWR,KEWR,UNK,1,2,5.70131752613001e-05,0.0939185995337771
1172,EWR,KEWR,TPKE PARK,1,2,3.02439003252442e-06,0.0106742970112862
1173,BDL,KBDL,FBO SOUTH RAMP,1,2,1.43094871418725e-06,0.0051901966160685
1174,BDL,KBDL,UNK,1,2,1.01599721347156e-06,0.00470766258131104
1175,BDL,KBDL,UNK,1,2,9.33692490434623e-07,0.00456038030031832
1176,BDL,KBDL,UNK,1,2,2.05304058908951e-06,0.00939898329515823
1177,BDL,KBDL,FBO NORTH RAMP,1,2,3.08491053147009e-07,0.00263978361680101
1178,BDL,KBDL,UNK,1,2,2.26939846470486e-07,0.00210080128285676
1179,AUS,KAUS,UNK,1,2,2.57679798530974e-05,0.0578839680690638
1180,AUS,KAUS,C,1,2,1.15380362331052e-06,0.00709196072868059
1181,GDJ,KGDJ,UNK,1,2,2.96960419224074e-07,0.00497632555737315
1182,GDJ,KGDJ,UNK,1,2,1.1749534678529e-08,0.000447676413035519
1183,HPN,KHPN,HANGAR 6 RAMP,1,2,2.53097264077407e-06,0.00693709734058291
1184,BDL,KBDL,GENERAL AVIATION PARKING,1,2,7.03774935573165e-06,0.0164007323503345
1185,BDL,KBDL,UNK,1,2,4.41142287854746e-06,0.0109525783248035
1186,EWR,KEWR,WILBUR,1,2,2.48214973908034e-06,0.00853131595712727
1187,EWR,KEWR,LINDY NORTH,1,2,1.21751872939058e-06,0.00442976506702468
1188,EWR,KEWR,AMELIA,1,2,5.27405177308538e-06,0.0127007477199811
1189,EWR,KEWR,UNK,1,2,4.79985361509505e-05,0.057105970876214
1190,EWR,KEWR,LINDY SOUTH,1,2,9.714365205582e-07,0.00394833658126579
1191,EWR,KEWR,UNK,1,2,9.43811582113097e-06,0.0212532142272465
1192,EWR,KEWR,UNK,1,2,3.35017739416799e-06,0.00762215377889614
1193,HLN,KHLN,UNK,1,2,5.16882397785801e-08,0.00107408629378906
1194,HLN,KHLN,UNK,1,2,1.09686726174063e-07,0.00173896506996718
1195,GEV,KGEV,UNK,1,2,3.411552242788e-08,0.000826311091937889
1196,GEV,KGEV,UNK,1,2,2.12455688597402e-08,0.000641294134808823
1197,AUS,KAUS,UNK,1,2,1.3156470344583e-05,0.0217149678947458
1198,GEV,KGEV,UNK,1,2,2.62014702590713e-08,0.00100837060335172
1199,GEV,KGEV,UNK,1,2,2.34175876134509e-08,0.000970541373724469
1200,LGA,KLGA,UNK,1,2,6.80863352274519e-07,0.00454421169048696
1201,LGA,KLGA,UNK,1,2,2.71679027719074e-07,0.00281492629501707
1202,LGA,KLGA,UNK,1,2,5.31420921561221e-05,0.0795002012047691
1203,BAM,KBAM,UNK,1,2,2.67812006156387e-06,0.0135024083912388
1204,BAM,KBAM,UNK,1,2,3.74475348507985e-08,0.00116560921848404
1205,DTW,KDTW,UNK,1,7,1.17862889510434e-05,0.062516943712427
1206,DTW,KDTW,UNK,1,7,5.14800149176153e-07,0.00429943602377474
1207,RTS,KRTS,UNK,1,2,2.33845200009464e-07,0.00224455829353528
1208,RTS,KRTS,UNK,1,2,6.00959037910798e-06,0.0126848078748134
1209,RTS,KRTS,UNK,1,2,1.83693828148535e-07,0.00198896924829314
1210,RTS,KRTS,UNK,1,2,8.23051323095569e-07,0.0046779743266638
1211,BDR,KBDR,GENERAL AVIATION PARKING,1,2,6.56990778225008e-07,0.0044979967050267
1212,LGA,KLGA,UNK,1,2,3.81900349566422e-06,0.0105972094375897
1213,LGA,KLGA,UNK,1,2,5.02423063153401e-08,0.00114569120204075
1214,LGA,KLGA,UNK,1,2,9.77551962932921e-07,0.00513676506409195
1215,LGA,KLGA,TRANSIENT PARKING,1,2,3.41843974638323e-06,0.00922375599991975
1216,LGA,KLGA,GENERAL AVIATION PARKING,1,2,1.27704732057893e-06,0.00501753138540378
1217,AUS,KAUS,UNK,1,2,6.54966157460565e-06,0.0126635503851769
1218,AUS,KAUS,UNK,1,2,2.37770518651814e-06,0.00856158203585063
1219,AUS,KAUS,UNK,1,2,5.84986082685646e-07,0.00605956062529614
1220,AUS,KAUS,UNK,1,2,2.50063749263063e-07,0.00229603530164692
1221,AUS,KAUS,UNK,1,2,4.14068472309737e-06,0.0145504856819063
1222,AUS,KAUS,UNK,1,2,1.19573406356932e-05,0.0222198214567553
1223,YAK,PAYA,COMMERCIAL TERMINAL APRON,1,2,8.99090719030937e-06,0.0148413035510538
1224,MIA,KMIA,NORTHEAST BASE,1,2,1.56022625035224e-05,0.0211083251882435
1225,MIA,KMIA,UNK,1,2,4.09856902189309e-06,0.0131986898452388
1226,MIA,KMIA,UNK,1,2,4.36151884867023e-07,0.00411594260938875
1227,MIA,KMIA,UNK,1,2,0.000105900458700375,0.149710197025988
1228,MSY,KMSY,UNK,1,2,3.32419176629628e-07,0.00234086117727831
1229,EWR,KEWR,AREA 340 AIRCRAFT PARKING,1,2,9.48219433938302e-06,0.0164137975470983
1230,EWR,KEWR,UNK,1,2,1.69628033582468e-06,0.00578379339926666
1231,EWR,KEWR,UNK,1,2,1.38801567804436e-05,0.024203330078978
1232,EWR,KEWR,BALL PARK,1,2,8.31240501600328e-06,0.0139467856184713
1233,AUS,KAUS,UNK,1,2,2.85490545223754e-06,0.0194221948510764
1234,GDJ,KGDJ,UNK,1,2,2.75098862315137e-07,0.0036590589458124
1235,GDJ,KGDJ,UNK,1,2,3.08671863525831e-06,0.0316359918782031
1236,GDJ,KGDJ,UNK,1,2,6.2245680418696e-07,0.00349586858543381
1237,GDJ,KGDJ,UNK,1,2,4.0075292417896e-08,0.00113502169481334
1238,ART,KART,GA APRON,1,2,2.83527674582729e-06,0.014168179147088
1239,MIA,KMIA,UNK,1,2,1.06249357373876e-05,0.0219574926374735
1240,MIA,KMIA,MIDFIELD BLAST FENCE,1,2,9.68784791492705e-07,0.00424099879401902
1241,ATL,KATL,RAMP 9,1,2,7.66738617130613e-06,0.0119577218324987
1242,ATL,KATL,RAMP 5,1,2,2.27993859880371e-05,0.0257007540839119
1243,ATL,KATL,UNK,1,2,1.25569492865907e-05,0.025839523646986
1244,ATL,KATL,RAMP 20,1,2,1.18169434699666e-05,0.0185008027935468
1245,ATL,KATL,UNK,1,2,1.58630430178164e-05,0.0302919098812198
1246,YAK,PAYA,GENERAL AVIATION APRON,1,2,2.93432597983992e-06,0.01515131462994
1247,YAK,PAYA,UNK,1,2,7.79882611823268e-08,0.00214375459987015
1248,RTS,KRTS,UNK,1,2,7.76679826230975e-07,0.00670427064993657
1249,ATL,KATL,UNK,1,2,4.7302307070729e-06,0.0124952768966468
1250,ATL,KATL,RAMP 19,1,2,9.35371520782713e-06,0.0218137489418526
1251,ATL,KATL,UNK,1,2,2.82078008240205e-06,0.00965254387078487
1252,ATL,KATL,UNK,1,2,4.15548811361077e-07,0.00315386688020143
1253,ATL,KATL,UNK,1,2,7.98595237938571e-07,0.00374562737427023
1254,ATL,KATL,UNK,1,2,1.14944850793108e-06,0.00542460154424344
1255,VEL,KVEL,UNK,1,2,9.69403572526062e-07,0.0055284424467233
1256,VEL,KVEL,UNK,1,2,1.99238456843887e-08,0.000621099564957868
1257,BDR,KBDR,UNK,1,2,4.24467180231911e-06,0.0176940415813109
1258,BDR,KBDR,UNK,1,2,1.41013521379879e-06,0.00629819546575551
1259,HLN,KHLN,MNG HELICOPTER RAMP,1,2,7.82721037408118e-06,0.0153794437464458
1260,LYH,KLYH,UNK,1,2,2.47383013629587e-07,0.00308418452946537
1261,MLB,KMLB,UNK,1,2,4.15341596412752e-07,0.00375394268264732
1262,MLB,KMLB,UNK,1,2,1.11423764792562e-06,0.00537729791154412
1263,MLB,KMLB,UNK,1,2,1.07670704991994e-06,0.00742454471651574
1264,MLB,KMLB,UNK,1,2,3.10598352371017e-07,0.00478906539290336
1265,LAX,KLAX,WEST/REMOTE GATES,1,2,1.87101007712298e-05,0.0232671287468701
1266,LAX,KLAX,UNK,1,2,2.88624372102309e-06,0.0097521741068101
1267,LAX,KLAX,UNK,1,2,1.88858053183985e-06,0.0192315791492787
1268,LAX,KLAX,UNK,1,2,1.51009225235477e-05,0.0335259575716911
1269,LAX,KLAX,UNK,1,2,7.88524330413987e-06,0.0200083090096756
